Id,SalePrice
1991,138874.71393157582
1411,195900.49701597518
1721,220202.78708698042
1144,193467.5528325972
593,211444.83973958512
575,306270.76534575806
1249,175392.34334653852
1604,123218.87620287611
1064,495550.08820446325
1923,157583.42782612797
1988,101315.19035116397
2325,168301.15025163637
114,220066.6912021291
2700,174780.75916497322
217,140646.4661781913
343,178354.014345361
386,214496.3809941232
2005,121421.62091976027
2908,146266.55981630538
1814,232208.0412567295
2446,514276.1159528517
208,129161.23764167361
1679,110862.90440134598
822,357470.4770421093
6,190633.8503308068
1781,410696.8972434961
2397,295918.6555544604
2340,328442.61470025394
1618,168706.8640094305
2843,145368.45454635768
1061,363832.28409490024
2786,122483.36077784411
1935,137293.8139353398
1341,120415.00402083356
521,272045.3777378184
2136,138310.10291559921
996,217443.7877562793
227,163617.25093259691
135,183068.1200926485
1167,170714.4885887531
294,243190.78455102502
1776,194297.19141648934
540,158863.43714836717
1717,212039.49155127126
2303,128010.07121729551
116,180864.54168698445
127,144313.31795988863
1371,131154.91429509205
1014,171056.17949214327
1507,94427.70368416098
702,129713.93622972984
750,141621.7659072318
261,157971.49790143297
1559,64871.65646227951
577,205844.06613031708
2812,190495.7584550796
2080,152307.43324429644
1368,111028.43630862817
2376,123985.16578876085
659,108055.77119924423
1235,136272.002798344
332,81965.44693708394
1917,139079.65937891457
2094,258872.70317158324
1460,254941.4051603816
1471,222691.58715790615
1509,122639.33126821107
1922,138456.75589470463
433,486452.25086105545
460,287676.6276844904
1116,237592.93058732798
1137,163655.03364868773
53,156433.88522728835
2354,256962.06840957026
1475,192850.93825215247
1761,542671.0274359051
842,144402.94297319886
2739,193589.14785926265
2509,150301.10714660338
1007,196523.79471508082
2610,181094.6722418338
1952,90522.63784603876
2719,171164.32659966644
2921,87361.74968297945
1966,152194.5922926114
292,131560.08247571663
1204,187727.02803966583
1829,259251.9836191404
2419,190370.07124748064
391,147958.22362719662
798,106782.81686873401
481,196561.23071713807
193,191872.34209952416
555,126094.7475891741
899,44824.8284068279
2357,191722.937915531
328,142906.86410918666
1356,121841.57647476406
1154,100696.99320531027
1730,188815.1140274448
2249,156751.9676420582
1119,277775.6772946812
2856,148507.47518718522
1394,128239.07670173679
2587,110473.626592985
61,327326.58757621574
2661,165615.9405670335
2711,129428.77970688818
1147,184599.88332887323
757,126856.83078470675
2623,98198.23161229481
2378,137786.45486768626
1413,137821.11504348952
1722,208235.9666128827
1112,226561.33377040087
1623,192614.93640773796
1201,200260.9123855189
1513,126663.03811219888
957,415648.6835140259
1171,267047.6168741324
1145,191083.48611476112
2726,227509.24409405762
703,151892.59019787767
760,91615.59578850523
1964,156146.96563696946
2512,177988.8617351025
159,136658.6390417547
1281,172717.71859710763
468,181902.18605370773
290,117472.88601919173
665,99210.24491884153
1463,242753.35985137563
1792,219213.58816883498
923,169443.84920913517
500,278475.8187682108
1408,200222.46928019988
331,83440.49344273047
170,139404.91034286038
2192,99051.43208824156
2571,270370.39389894076
2314,173507.3256558118
2647,86879.7362678273
422,445812.1634066758
2457,346425.1649929044
1838,198998.8111318383
2805,254912.89447155414
1645,152021.9875387768
1711,292368.93818725
2825,236624.2600773393
322,356880.7190479572
2103,255024.52174218427
342,112915.6144885931
600,132919.03706725882
488,183685.2015946611
1725,328271.61589139805
2246,292718.90059831744
2847,162351.97086432466
806,231864.07442492573
530,223771.7435243333
963,184756.76960687342
2678,115460.68928575824
171,89366.37930327292
2401,448454.3817599864
805,217302.50239453086
2259,229249.60761512365
1748,180502.57628698036
1361,133318.36210829864
1677,112270.75328183017
1406,163315.32298163333
2322,249913.88526087283
688,158721.41298681998
143,143387.98861037524
804,200574.34669262607
1214,208229.28298201636
2828,155364.70137914715
1999,178178.6445305093
2467,200995.83587542057
2665,155853.96966691036
1538,348622.47472469334
398,118505.33959055568
2822,147602.08244961902
2157,140453.65889537177
1856,203764.25710245752
1269,84754.94010261103
2570,112660.73421867755
2320,234910.7593574413
1517,127503.97367846157
2304,130896.88301369842
1312,99157.56948738705
2012,126420.2509038201
506,244839.52999382894
2865,212087.37115555507
2367,96712.69785967124
554,61954.00367721135
238,132849.6671111039
1954,106052.69496041806
2488,112561.79909152983
2291,67300.44775931683
1969,97441.22188502124
2725,165025.73898336125
1482,144774.35888803628
2763,192284.55711480312
503,255202.27700307942
1584,239145.81970678465
1531,135452.74156873283
2210,174160.13604286528
459,349089.7813151886
556,125174.9606259825
1347,138375.39149248938
1290,69524.91749363393
1388,87159.28010818819
1571,332896.1873798866
2754,197588.5207153896
765,150550.86997104535
2494,128008.38770582719
2870,239530.81313413082
7,223873.77727242702
1114,243563.19033330103
2418,275075.31207809644
291,163143.2773917218
18,385254.3501548786
39,397733.1256891221
1001,268121.96082110424
2442,225871.61181987484
616,115981.17845012425
2680,75609.17672571487
1414,130041.72837074305
289,147412.65059595613
40,256484.20895947353
860,124156.07727773892
409,116734.46703419498
673,159080.04750021233
2427,181014.10210496638
2036,216480.0078753154
2564,140489.17769116265
642,167858.7447671453
1008,183442.98969383974
1908,151843.4538614596
2519,184995.7536899574
1369,89384.40570711982
2855,169581.2178301296
712,94626.64726246872
1943,124670.54954186661
1958,114265.37178149789
107,155291.1090575764
2295,207097.49606664004
704,107343.3437874396
676,140374.36297278624
259,183931.24709672623
93,292462.04681998515
106,233445.9791797937
2315,178735.94757203356
1050,106819.9165782778
1095,202704.91915325949
2709,143779.71412219276
758,137593.1896744382
1496,154071.9867849692
2370,118716.60239805726
2458,271012.24287644826
2733,143501.7317143613
161,228979.3069387741
726,157918.29974862235
845,200865.42852138414
947,246875.87812430743
2232,111263.8804816137
2563,143839.46620492532
2299,141778.5626647259
211,60885.701124882864
605,167491.82078536786
1478,194981.4128444788
2247,282157.2156030059
2274,235711.76078456506
2869,219130.8243978629
967,204337.3867187482
2656,142845.06189694526
667,186360.02582384477
1042,105175.34940894725
2023,156351.1634490514
2447,394977.2562189689
2055,131363.0840798149
2275,300755.3418453496
2204,168716.19894779305
1563,285061.4546222605
483,207962.72010936335
796,133813.77456710034
1526,166276.47911909607
2042,131027.20224501188
442,363045.26315192843
1693,323460.88160167664
1468,218487.16881511215
1430,191981.07959780432
2605,144084.23246650022
1529,191211.8098079387
335,150445.7662878028
1287,126457.44789332522
31,103060.38201481826
1785,331744.92174951907
82,163973.1665249293
2620,132364.1279885131
252,181239.92666207338
721,47099.270152796234
2165,190180.20721544963
2316,193126.80467788456
775,133796.8774056299
1558,119067.64394675619
17,202713.75859927395
1022,215095.29659583292
925,136768.92086140817
438,271551.05078700825
1270,123465.03869425246
1272,127078.30320311413
215,121395.11201937127
266,220621.45818304716
2402,271138.66199353983
1250,125211.50796560376
1984,128257.96753578863
1279,148275.9174507129
377,239553.83515149658
1252,105423.20276630297
2156,253970.91188873397
499,324665.7708856242
1374,129740.71196465672
2898,238346.52133597358
401,118799.45260872063
2721,145413.91588299992
2078,257540.13852167365
2589,136789.47431949494
1946,260003.25242070347
1334,115937.19050779377
2781,216210.70455072873
431,413055.8023965269
576,196219.3341144487
1474,206100.80449041567
2254,137637.15026535242
2155,292667.41749695013
885,105682.45541437741
643,133027.26440867677
1944,124992.34248882905
480,191333.58238066197
2845,102173.16167490347
2387,331605.1393520128
2407,202931.44847776892
2527,166704.19957556404
2514,143898.82307222777
629,132144.8770258264
80,201221.1858915547
1876,143994.84513093205
1546,117764.99496426956
2518,163445.5616154818
2347,157671.28537397448
783,246850.0116732705
1322,55371.94223474336
194,89600.50553144232
1770,296705.3250884661
2143,152213.59459146849
1229,207221.82594950724
511,269073.06057026866
46,222680.35742602922
1348,148423.60156228568
2465,199424.5363838722
387,227661.49761056842
873,216285.80654754626
1918,123631.44639718038
2764,230799.7472832994
2184,133775.3719511514
934,131372.54253677963
1920,132802.21081197777
2631,148122.0313895637
1768,613024.6253125116
2040,132328.6968680773
1749,211427.85100438865
834,235462.31240031787
1457,224986.56275784102
79,108967.44272498871
2302,132415.7887203077
1817,138608.64994930266
2755,237893.04087745305
359,179855.69325346855
2059,110595.18359811875
2092,233473.96170242102
2516,213254.86345561457
150,116181.26662036515
1656,134583.6554955098
83,96418.74754800454
2411,191700.8119957292
795,58343.26694858802
2312,219586.8994255961
2917,104531.87757841943
1624,173532.01888561045
2215,293638.9274849865
1211,145104.5214078505
1485,158123.15669651976
1024,174626.2417886353
570,194544.62635446186
2874,134334.8689535615
700,144328.0270526286
2756,205840.94830355427
2022,185007.28816538418
583,229434.58098032427
2392,421289.0964429708
2424,169920.94619090107
212,111355.9883931845
736,136450.3162789799
1610,175306.3022080375
890,109482.36228427358
467,178644.16490488374
578,217112.55311919661
1747,195907.08847774804
1149,152089.313415785
2758,252070.2245355507
857,141287.70382403117
2219,239572.53078386147
733,91811.10183790611
2909,109801.65150586935
1798,248454.94980771167
235,156771.02111856843
2366,118427.25298038099
1027,130475.23606794671
1195,143059.87772784886
1303,64381.77448082289
148,198528.72687637788
608,172785.1711277171
2515,196926.82752893594
821,279268.25467223907
2500,266862.3513815286
745,107943.3752308393
741,132972.41667175756
1611,126252.9432546863
2532,130085.96499721694
1081,232363.8030879358
1692,441528.81540725555
2520,174205.75405657763
276,104812.10663713158
1992,131630.94462715465
663,67720.12015394965
418,106905.34574695214
1733,211916.78615095926
2359,138810.61801350449
253,181667.32560116856
1518,190084.57670274985
2035,138972.31309356142
2919,83639.97663273526
1540,240732.3988770916
2120,148093.9791621489
1674,163849.7218932612
256,144950.35007325126
2361,115622.45430325417
978,77241.85404334728
2280,157455.06305481796
2095,215276.06907415122
1709,318852.8558227677
2801,233615.3497790961
1246,113279.02080848096
2373,99379.60596241569
1055,293939.3913123556
2017,120545.4048633107
1099,271624.3683508321
1344,72604.28017180026
835,222862.1369881799
1117,223236.60178863126
2043,90921.73710541878
2085,129763.02529226936
410,140940.19048801318
2650,104139.45539192935
2867,179163.93676123742
1668,118538.14547555544
1161,157220.67657582782
2122,173839.88620886154
2539,154750.13869096333
1047,125404.13782075455
1445,130712.47087765617
541,134842.13165101604
569,222095.80242505224
1276,105895.5425340302
918,153242.6153869337
326,170565.61901046045
1936,130959.83681791942
895,105490.16243119893
257,162300.37911206862
1241,176273.5953613108
1545,118000.1427677357
1189,168611.64569145272
270,139119.02046101372
2066,212083.72517654364
693,112163.14046242123
1259,143033.47985333778
2916,163859.04251074968
2321,296531.991740478
1977,95569.02123076531
1895,146786.40495100268
1240,168890.26413272158
85,146105.74639540957
1823,129782.93063091935
825,284681.6094627344
110,216959.62637665382
697,120977.99182123617
2297,116402.71479164434
1231,134333.18236872353
1355,140943.0174482625
968,359872.5188732378
584,217315.09342502657
1315,129798.49567910067
1606,149363.54879970333
206,109696.09543612046
1685,393050.70417871675
2016,142257.83551700885
869,198340.35831433773
2135,120283.82718689131
2346,188077.07280923813
2430,227767.65665682516
2198,94940.43685952944
2652,116675.96753888336
27,121101.14330202417
241,162167.20413992595
906,129441.76348644168
1506,127582.95004357741
2098,380238.2616522837
1435,219495.86339214176
2213,143213.0273700396
1274,121214.44979322667
743,10455.37140883584
1737,197936.38631084235
2797,272451.1386617607
2185,42000.66193608826
58,169686.84553079965
830,195366.20986055548
808,111540.23578497642
680,154791.46002413257
1153,96254.32805959396
1291,134758.12479473144
1818,153313.44663433707
2161,188503.73439802864
1883,113743.78775987675
350,333318.5043753078
2473,152394.30155247852
295,189404.61998061393
293,191874.55352568201
859,130218.05937533142
288,62737.59920704973
1578,149476.57614731698
102,189848.44585531935
2831,128493.90823616466
1030,158934.6162611062
2551,150858.17803867918
1286,157006.80012433347
958,334864.421943032
776,127941.43706241579
72,242959.22419804818
2263,260627.3591751678
1866,149660.8667914342
2876,69024.002165448
2146,236245.3278956408
103,169403.24507148992
1500,141719.18939181793
492,188877.9929309714
167,149343.2753624209
2597,118014.2435458338
2685,105965.63879858222
1035,154494.60755334864
1220,72805.89197021359
2602,143779.5214896049
2159,204809.3237105889
695,141819.88528194645
1109,270611.4233288632
640,189723.21768645832
1652,145143.05019132065
2090,177331.90882908457
1188,194244.47866541718
2345,225548.49585694325
1059,406206.3729060587
2751,237194.4674139311
128,216362.32161440921
1523,161044.64266811812
2925,180073.7766359744
2145,284364.0443107128
1121,218660.61544184558
566,259942.38454214964
565,241814.40894111924
1331,144203.10091799882
2928,129038.15015609362
156,145811.66474583925
797,148715.59372405437
327,95679.85601760149
2859,148318.24820369523
1453,119291.73032518872
1762,341150.85528886714
1868,195726.1256300488
1760,179040.83023076374
1113,232899.80201259255
1812,191249.1441156566
117,131473.38798303658
1142,208718.97549026157
2342,436750.8642567035
927,162710.0969278751
2478,184351.38028470188
655,97039.27158900435
2064,126962.01717987846
369,271484.46858579735
2239,116614.9566721679
2732,220880.44417029154
1653,152017.53138854622
959,220322.8627912318
2395,342270.02703544346
1412,110400.98413150552
271,246432.30842743334
1484,144640.33899775145
1497,168718.86516441265
552,155802.25398153134
2,123300.85851412051
1855,286370.0222884513
4,268743.5389904694
2292,155388.8650995031
134,144349.00427107105
646,113965.25759004778
42,322498.5126618986
532,219703.42771384594
713,97204.48592962636
2561,142162.27398283716
2360,142823.14070416312
1333,127621.0765127048
1407,237380.29584101247
2892,297580.92106243165
574,214069.53585874094
1227,184326.54522240028
2591,182627.15541365623
1476,206355.84092045322
1125,253358.87689953524
1446,143734.91607262148
408,118224.36639880153
1101,294534.17351640284
2251,205676.23970196265
373,178157.3927492071
2554,132747.31063356053
2382,255187.8404727801
1985,88897.02663307861
519,233175.06255621865
1093,195344.81774587766
864,238590.58499619152
2889,146207.27222723103
2308,212165.6959711227
986,173533.96808503495
1302,155423.33623972692
585,152344.99141053684
2708,143310.27382811977
147,138416.44387549523
1441,215595.34975731498
383,194818.7662518438
285,157170.83080727517
181,102078.07662677256
358,198735.25715019187
780,183013.1976518988
258,187864.93681444827
1865,218684.7907870091
692,110332.76649071221
2902,331128.5343690148
508,246467.2697056499
2638,153323.51632066802
36,141385.61340229813
611,173479.7238636232
2281,166431.556593462
1678,127547.89219062604
1696,463385.68498626514
1557,86062.56648904116
2180,165804.87018044115
1726,217050.23912679055
951,140742.77965619328
267,218060.46538902767
2706,150868.14704050717
2221,256331.3410519295
1357,148575.7752403974
2901,314184.5205372629
347,174392.49281364377
2164,186811.46968473884
1586,311200.10394215316
360,153210.55261355743
1769,249249.86556076337
2617,144812.64664298052
1879,150516.44816535758
991,228812.53985050117
1535,134466.17678310515
1191,146391.807940797
1579,226245.50292602062
1882,135111.3829669865
1510,147485.75905285825
2196,167610.87025932473
1845,179718.1427887404
2336,427847.2734040945
942,95626.77151408108
861,130220.6423935051
2555,128821.30881670839
1392,166821.51369120082
2099,256078.0241538369
1543,112884.33267936949
948,275959.8494339478
1239,184282.46379797606
22,188365.78887567192
2796,239049.4862775362
2747,181165.3861654528
92,302537.5181727937
210,177758.6550852258
1858,200345.84695409422
2228,159874.68436944796
447,226189.30458872905
827,235722.32063644694
1649,204970.0837232332
682,125783.01938149537
2698,97570.35826323449
494,161652.51253186545
214,108611.20959307584
2441,270642.97857762076
2679,107414.85482010234
1336,125195.87557663504
465,177644.38757807825
1524,156030.1293887907
2543,114212.96062353908
631,144365.57271817367
2452,319839.49870130885
228,155600.05797825305
126,188735.92561139408
1092,223954.59634924444
1122,212485.04125010688
932,237312.54164328548
1980,75775.14219053849
2171,124210.38585839563
551,156421.64442005154
2768,159938.68171156952
2056,110353.07884117898
1159,358520.44254213065
2645,130468.45980374422
1174,173757.5467550744
2266,205345.83419713232
2462,414043.66717638203
1219,147980.53621685482
2922,190989.97193227947
118,149660.49119603925
474,158025.24600052304
2576,152465.4966921896
872,280061.0540781631
1077,203183.40979252613
1536,159498.156528191
1150,125722.60182698337
2341,338511.11079684785
1931,153324.95566843095
2785,138821.19252843695
2538,127923.25872507211
597,209202.9835390142
464,192080.53149551683
233,231832.36237305187
2169,143314.92948786909
2123,168650.12163960986
1867,177544.31893947383
137,247296.4001736351
515,240131.27414881112
933,102433.81161975408
2784,166647.35337582088
972,172366.95896926188
599,173262.9086405421
2614,119602.0899263679
2582,152139.63223324946
1409,171458.85071056843
175,126032.90497947163
352,236944.29275043544
976,97448.06880088491
2134,187685.24977340028
984,115368.75461884245
2396,348564.52532746084
1673,133652.8204931065
404,116953.84181801797
607,174862.8623128162
814,144233.02709043206
868,186635.07126306574
2271,195364.4534868079
1633,232715.6452590281
337,154412.7081583239
2765,194072.45181502562
1746,239833.0105197673
368,335463.8552561174
2806,199366.49808823134
1662,193921.62875865801
1234,216066.91362586548
1373,137159.61390569567
1672,116013.97831082642
1939,130217.55486654847
